微博创建时间,微博url,点赞数,转发数,评论数,工具,关键词,微博内容,情感得分,TF-IDF关键词,TextRank关键词
2018/1/18 19:38,https://weibo.com/5227458836/FEXHpEbtu,13,8,5,iPhone客户端,A股,据中国证监会网站的消息，在1月17日证监会第十七届发审委2018年第17次工作会议上，华夏航空公司顺利通过审核，这将会是中国支线航空的第一股，也是A股第7家航空公司。,13.07857562,17 航空公司 2018 A股 第十七届 ,航空公司 华夏 会议 航空 网站 
2018/1/18 18:42,https://weibo.com/2072724293/FEXkJ7Rfx,15,18,12,专业版微博,A股,凭心而论，现在10%的大盘蓝筹是大牛市，已冲破6000点高度；而90%的小盘股，一半是普通市，一半是极熊的熊市，大半已跌破2014 年的2000点。这种极端的一九分化，一方面是国家队+公募+外资在主导；一方面是监管、打压，以及IPO的无限供应！   爱股君对蓝筹没偏见，但A股的指数编制，跟欧美完全不同，美股私企股权重最大，而银行、中字头等票权重极小，美股牛市是股民赚钱的牛市；但A股不一样，国企占据领导地位，而且由于指数权重的不合理，极易被大资金控制。   这就是为啥A股是政策市，只要国家想拉升，任何高度都不是障碍，难的是如何收场。此前证监会一直把防风险放在首位，毕竟A股估 值一直不低，容易产生系统性风险；但现在全球都疯了，A股成为洼地，那把指数推高，就是皆大欢喜的事了！因此，只要音乐不散场，A股真没法预测点位，或许，6124也不是不可能。http://t.cn/RQoS3fh,0.452132782,A股 美股 牛市 权重 指数 ,A股 指数 牛市 权重 高度 
2018/1/18 10:14,https://weibo.com/1875034341/FEU0oFunS,10,8,5,专业版微博,A股,【恒生指数高开突破32000点 腾讯平安再创历史新高】香港恒生指数高开突破32000点。腾讯控股股价上破450港元，再创历史新高。中国平安A股和港股今日双双大涨，均刷新历史新高，中国平安A股站上80元大关。详见华尔街见闻网站和APP。 [组图共3张],31.81192615,高开 32000 A股 平安 新高 ,新高 中国 历史 再创 A股 
2018/1/18 10:59,https://weibo.com/5676936152/FEUiUoa62,21,11,255,微博股票,A股,我接受了【微博财经@投资达人说】视频直播邀请，明天20:00，聊一聊&lt;波浪解读美股解密A股&gt;，预约并为我打榜，可助我登上财经频道·24小时直播台 波浪灯塔-薛武辉的股市直播 。,4.481621811,直播 波浪 微博 20 00 ,直播 登上 财经频道 视频 打榜 
2018/1/18 13:22,https://weibo.com/2868676035/FEVeSoqje,18,17,10,微博 weibo.com,A股,高盛称，中国的“四大行”和股份制银行的净利息收益率2018年将进一步回升，首选股包括建设银行和平安银行。建设银行H股、招商银行A股和H股、平安银行的评级都上调至买进。,17.02353207,H股 建设银行 银行 平安 2018 ,银行 H股 包括 评级 利息 
2018/1/18 8:58,https://weibo.com/2772291221/FETvIjR0a,4,11,5,专业版微博,A股,【海航系旗下11家上市公司，4家公司已接连停牌 】据统计，海航旗下目前有8家A股上市公司和3家港股公司，它们分别是：海航基础、供销大集、海航投资、渤海金控、天海投资、海航创新、凯撒旅游、海航控股和香港国际建投、海航科技投资、海航实业股份。近日，渤海金控、天海投资、海航控股已相继停牌，供销大集因筹划重大事项，自去年11月28日起已经停牌。 (华尔街见闻7x24直播 不止是快) http://t.cn/R64lHNR,50.96920421,海航 11 金控 大集 天海 ,投资 停牌 大集 控股 供销 
2018/1/18 9:06,https://weibo.com/3057586920/FETyUy1r7,6,14,9,东方财富网,A股,【全球牛市集体降临？五大股市7大指数刷历史新高 最便宜的是港股】全球牛市忽然降临！美股新高、英股新高、印度股市新高、巴西股市新高，一水之隔的港股市场，也在17日突破10年历史大顶，恒生指数创下31983.41点的历史新高，全球牛市似乎只差A股了。,33.95175847,新高 牛市 降临 股市 港股 ,新高 股市 牛市 全球 历史 
2018/1/18 6:57,https://weibo.com/1978672883/FESImcoVU,1,10,5,新浪财经,A股,全球牛市集体降临？五大股市7大指数刷历史新高！全球牛市忽然降临！美股新高、英股新高、印度股市新高、巴西股市新高，一水之隔的港股市场，也突破10年历史大顶，恒生指数创下31983.41点的历史新高，全球牛市似乎只差A股了。,29.17313279,新高 牛市 降临 股市 全球 ,新高 牛市 股市 历史 全球 
2018/1/18 9:08,https://weibo.com/1649173367/FETzR3H7a,23,14,8,微博 weibo.com,A股,#掘金沪深股通# 【金融“三驾马车”遭外资大幅减持，这只基建龙头股连续12日净流入】17日，沪深股通资金同时呈现净流出的状态。统计数据显示，外资通过沪深股通增持A股1000万元以上个股有60只，其中洛阳钼业近5个交易日资金净流入超17亿元；中国建筑连续12日被外资增持，持股量创近10个月新高。外资减持A股1000万以上个股有76只，相较于前一交易日，数量大幅增加，银行、证券、保险作为金融的三驾马车，以招商银行、中信证券、中国平安等为代表的龙头个股均遭外资减持,29.50610961,股通 外资 12 17 增持 ,外资 交易日 个股 减持 A股 
2018/1/18 22:14,https://weibo.com/1704103183/FEYIyzIrP,29,19,15,微博 weibo.com,A股,【上市公司被骗子给骗了6300万 中小股东反而赚了】最近，A股一家上市公司的新闻，看得让人惊掉下巴。它有一家做物流的子公司，被人忽悠“瘸”了，弄了一批“假钢”烂在手里，预计亏损六千多万。然后，这家上市公司就把这家子公司卖给了大股东。本来嘛，大股东甘当“活雷锋”，把“亏损”的锅给背了，这听起来挺不错的。http://t.cn/RQKyNN4,-2.216946509,股东 上市公司 这家 子公司 亏损 ,股东 子公司 新闻 惊掉 预计 
2018/1/18 11:14,https://weibo.com/1649470535/FEUoKBbWq,37,40,25,微博 weibo.com,A股,【十一年来，A股与全球其他资本市场的收益比较】[摊手],6.988595867,A股 摊手 十一年 收益 全球 ,资本 收益 市场 全球 A股 
2018/1/18 18:23,https://weibo.com/5886617411/FEXd7dGCt,63,38,58,量化交易机Android,A股,中国建筑为什么大涨？  你看房地产涨，中海地产没有涨[色][色][色]？怎么A股没有中海地产呢（图3收藏 地产排名数据）？在A股没上市啊，都装在中国建筑里了啊（图2），9倍市盈率去哪里找。前几天就发现异常，我实在没资金，说太多票只能把你们弄浮躁了。地产2018全年后会有期。$中国建筑 sh601668$ #投资套路# $万科Ａ sz000002$[组图共3张],9.731182709,A股 地产 建筑 中海 太多票 ,地产 A股 没有 中海 建筑 
2018/1/18 9:02,https://weibo.com/1410248531/FETxi635D,29,64,45,微博 weibo.com,A股,发布了头条文章：《蓝筹股也要防止过度炒作的风险》 #原创首发#  #话题词# 虽然蓝筹股是A股市场上业绩最为优秀的一个群体，但由于在2017年以来的行情中，蓝筹股已经取得了很大的涨幅，蓝筹股股价的上涨远远超过了业绩的上涨，在这种情况下，蓝筹股股价的上涨就透支了公司业绩的增长。因此，一旦2017年度业绩公布，那么有不少蓝筹股的业绩就会对公司股价构成压制作用，这种蓝筹股的股价就有回调的压力。 http://t.cn/RQSPwcB,21.5489136,蓝筹股 2017 股价 业绩 上涨 ,股价 上涨 业绩 风险 公司 
2018/1/18 16:21,https://weibo.com/5880315031/FEWps9CX3,127,90,97,微博 weibo.com,A股,$安妮股份 sz002235$  $新晨科技 sz300542$  昨天的全球货币大跌，所引发全球股市与区块链相关的公司股价都遭遇较大跌幅，唯独A股，波动较小但也颇受影响[思考] 现在的区块链随处可见的难兄难弟比比皆是，多家被误传涉及的公司一而再公告澄清，加之政策压力。上交所，深交所，央行，同时发布公告要求严查监管炒作概念。 前面的区块链可谓是风头无两，现在枪打出头鸟，认真你就输了[二哈],16.43730646,区块 枪打出头鸟 sz002235 新晨 sz300542 ,公司 区块 股价 大跌 澄清 
2018/1/18 14:15,https://weibo.com/2244291964/FEVAvo46m,28,116,135,360安全浏览器,A股,我发起了一个投票 【A股盘中创股灾新高，你的总资产咋样？】http://t.cn/RQS1X88,4.753240881,A股 http cn RQS1X88 股灾 ,新高 A股 投票 股灾 发起 
2018/1/18 20:12,https://weibo.com/5676936152/FEXV8DXpL,148,15,328,一直播主站,A股,波浪解读美股解密A股波浪灯塔-薛武辉的一直播（下载App-&gt;http://t.cn/RQ5Zfuu）,8.348444405,波浪 美股 A股 薛武辉 App ,A股 直播 下载 解读 灯塔 
2018/1/18 14:23,https://weibo.com/2014433131/FEVDHjDhJ,454,22,35,360安全浏览器,A股,最近IPO不少被砍的企业，在同行业比较来看，还是不错。并不是说企业有问题，而多是财务、账目上有问题。 最让人神伤的便是瑞芯微没上来，上来会比韦尔好玩。 按说，审严格了有严格的好处，但是这里面误伤也不少。只能是盼着再上会时能玩明白。 A股的IPO，不区别对待成长性强的企业，是一种由来已久的错误（因为职能上主要是服务于实体）。像BAT跑外头上市就不说了，小米现在也要出去。 所以，审严格的同时，能注意一下成长性好的企业，才真正符合市场利益。,1.587131338,IPO 严格 企业 成长性 上来 ,企业 问题 成长性 按说 职能 
2018/1/18 17:46,https://weibo.com/1680685707/FEWY5eEg6,16,11,9,微博 weibo.com,A股,发布了头条文章：《老财侃A股：一切的上涨只为了指数》 老财侃A股：一切的上涨只为了指数,6.211129853,A股 老财 头条 一切 指数 ,老财 上涨 A股 文章 头条 
2018/1/18 8:58,https://weibo.com/1776830283/FETvH8VJe,10,21,18,专业版微博,A股,【全球牛市集体降临 五大股市7大指数刷历史新高】全球牛市忽然降临！美股新高、英股新高、印度股市新高、巴西股市新高，一水之隔的港股市场，也在今日突破10年历史大顶，恒生指数创下31983.41点的历史新高，全球牛市似乎只差A股了。据记者统计，在全球16个重要市场指数中，已经有7个指数在2018年里创下了历史新高，共涉及5大交易市场，其中台湾加权指数虽未新高，但也在今日刷新1991年以来的新高纪录。就2017年以来的涨幅来看，恒生指数、纳斯达克指数、圣保罗IBOVESPA指数、孟买SENSEX30和道琼斯工业指数赚钱效应明显，累计涨幅均超30%。http://t.cn/RQadcNy[组图共4张],62.70224515,新高 指数 牛市 全球 历史 ,新高 全球 历史 指数 股市 
2018/1/11 6:45,https://weibo.com/1432168633/FDODZBdF5,3,12,0,微博 weibo.com,A股,*******区块链概念行情火爆      概念股掀涨停潮     受外围市场区块链概念股持续大热影响，A股市场上区块链概念近日表现抢眼。区块链指数昨日放量大涨5.88%，创该指数近一年来最大单日涨幅，同时成交量创历史新高。区块链概念股全线飘红，18只个股涨幅在5%以上，其中10只个股相继涨停。    区块链概念股有易见股份、、游久游戏、利欧股份、恒生电子、广电运通、浙大网新、飞天诚信、赢时胜等。     所谓“区块链”是分布式数据存储、点对点传输、共识机制、加密算法等计算机技术的新型应用模式。区块链也是比特币的一个重要概念……,53.95782452,区块 概念股 概念 加密算法 涨停 ,区块 概念股 股份 指数 概念 
2018/1/18 12:59,https://weibo.com/1789788500/FEV5j4nwO,147,11,15,微博 weibo.com,A股,1月18日午间公告：1、石化油服：非公开发行A股股票申请获得中国证监会核准 2、康泰生物：公开发行可转换公司债券申请获得中国证监会核准 3、神雾环保：公司及子公司签订《陕西连谷洁净环保技术有限公司煤炭分质分级利用项目EPC总承包合同》，合同总金额43.95亿元 4、尤夫股份：存在重大事项待核实，今起停牌 5、新光圆成：拟筹划重大事项，涉及上市公司现金收购装备制造业资产，今起停牌 6、顺灏股份：控股子公司签订《关于通河县二甲沟水库库区腐殖土清理的合同》，将对公司本年度经营业绩产生积极影响 7、国轩高科：计划筹备、推出员工持股计划，本次员工持股计划所持有的股票总数累计不超过公司实施员工持股计划时股本总额的10%,67.00179154,员工 计划 持股 核准 今起 ,计划 公司 持股 员工 发行 
2018/1/18 5:35,https://weibo.com/1801487174/FESb4s4wb,11,20,5,微博 weibo.com,A股,【47家A股上市公司涉足区块链 投资者要“擦亮眼睛”】近期，“区块链”概念成为市场关注的焦点话题。不少A股上市公司纷纷表态涉足这一业务。此后，沪深交易所迅速介入，多家概念股公司收到问询函，被要求说明是否是主动迎合市场热点、炒作股价。数据显示，截至1月17日，易见股份、暴风集团、航天信息、远光软件、安妮股份等47家上市公司涉足区块链概念。（证券日报） http://t.cn/RQanRCP,38.60947868,区块 涉足 47 A股 上市公司 ,市场 涉足 概念 区块 炒作 
2018/1/18 8:29,https://weibo.com/2120098567/FETjPE2PM,34,14,2,微博 weibo.com,A股,"#财经头条文章# 【A股在全球牛市背景下慢牛莫变快牛容易挨鞭子】 #股海十一少谈股论金# #共享股票#   周三股指风口又转了,之前的地产股回落,而风口转向了金融股,特别是证券股,造成了一定的资金虹吸效应,所以昨天权重蓝筹股出现了一定的分化,关注证券股能否持续走强.吴亦凡 ins 【A股在全球牛市背景下慢牛莫变快牛容易挨鞭子】",5.914806584,A股 下慢 牛莫变 风口 鞭子 ,证券 风口 股海 背景 牛市 
2018/1/18 20:12,https://weibo.com/2868676035/FEXV29qG6,11,21,8,微博 weibo.com,A股,广发证券首席策略分析师戴康表示，2018年将是全球基本面牛市的确认，A股的基本面牛市不会缺席。在成长股（在2013年至2015年上半年完成）和部分消费股完成戴维斯双击后，周期股今年将迎来戴维斯双击。看好全年战略性配置大周期之母金融（依次是银行地产、非银金融），非银金融享受基本面牛市的贝塔；受益于全球经济复苏的化工、基本金属；国内盈利稳定增强的煤炭、钢铁、工程机械重卡。,-22.59373615,双击 非银 牛市 戴维斯 基本面 ,牛市 基本面 看好 全球 钢铁 
2018/1/18 8:27,https://weibo.com/1068385283/FETj3uz7v,139,10,6,HUAWEI Mate 10,A股,#辉声辉色论涨停# 隔夜欧美股市涨跌不一，道指涨1.25%，标普涨0.94%，纳指涨1.03%，美股三大股指齐创新高；泛欧STOXX 600指数跌0.10%；WTI原油涨0.4%，纽金涨0.2%。外围整体表现偏强，对A股开局有积极影响，上证50高位放量射击星，短线有见顶迹象，若上证50调整，成长股或将迎来补涨契机，抓住主流结构做好低吸高抛。#短线牛股#,-16.61820073,50 上证 短线 辉声 辉色论 ,抓住 迎来 偏强 A股 涨停 
2018/1/18 19:45,https://weibo.com/1664176597/FEXKhf2Rb,24,48,12,微博 weibo.com,A股,【低估值大蓝筹出现“逼空式”行情 未被发掘的“遗珠”仅剩这些】剔除次新股和停牌股后，最新A股市值超过300亿元且动态市盈率低于20倍的个股中，有29只股票去年及今年1月以来涨幅低于10%或者股价下跌，并且其最新价较历史最高价折价超过20%。这或许是一批低位滞涨大蓝筹股票。低估值大蓝筹出现“逼空式”行情 未被发掘的“遗珠”仅剩这些,-20.77247938,遗珠 蓝筹 逼空 仅剩 发掘 ,低于 超过 仅剩 出现 动态 
2018/1/12 2:30,https://weibo.com/1801487174/FDWp0aQ3W,5,14,9,微博 weibo.com,A股,【破解资本“饥渴”17家银行扎堆A股IPO】银行IPO进入加速冲刺期。1月10日，证监会官网显示，苏州银行、哈尔滨银行和青岛农村商业银行的申报情况均改为预先披露更新。而就在前一天，青岛银行、威海市商业银行也进行了预披露更新。截至目前，处于预披露状态的商业银行已达7家。（每日经济新闻）http://t.cn/RQLOY28,17.32684391,IPO 银行 商业银行 披露 青岛 ,银行 披露 青岛 苏州 情况 
2018/1/12 15:00,https://weibo.com/6395775539/FE1jI8GPy,14,16,6,专业版微博,A股,贵州燃气对华森制药说：不好意思，A股只能有一个陈浩南[摊手],1.847639486,A股 陈浩南 摊手 对华 制药 ,贵州 只能 燃气 A股 制药 
2018/1/11 13:20,https://weibo.com/6112795249/FDReF0spy,6,11,2,专业版微博,A股,不是我不明白，是世界变化快。年前还在担心跌破3200点的A股，突然来了个九连阳。在带来惊喜的同时，也让踏空者后悔莫及。从盘面看，市场有两条主线，一条副线。一条主线是2017年以来持续走强的绩优白马股，另一条主线是以房地产为核心的产业链上下游；副线是游资集中围剿的区块链。在这三者中，不少人认为，房地产、石油石化等泛周期概念股，是新增资金进场所为，是新资金盯住了新目标。事实真的如此吗？请看恒泰证券首席分析师付少琪与沃德资产管理公司总经理刘煦然为你深度解读。 @财经大V频道??每周都有大V互怼直播等着你！ @新浪财经??@华夏时报??@水皮,32.2649196,副线 主线 一条 3200 A股 ,资金 财经 跌破 市场 资产 
2018/1/12 9:52,https://weibo.com/1642585887/FDZiIAoSO,8,9,11,微博 weibo.com,A股,#上市公司那点事儿# 【新中基连续造假6年连续保壳10年：A股价值观的颠复者】来自新疆的兵团企业中基健康，昔日的新中基，虽然未经历倒手易主的命运，却是名副其实的保壳专家。新中基连续造假6年连续保壳10年:A股价值观的颠复者,11.22110712,保壳 新中基 10 A股 颠复 ,保壳 新中 颠复 A股 造假 
2018/1/12 10:53,https://weibo.com/5928837083/FDZH9wUcg,9,8,2,微博 weibo.com,A股,发布了头条文章：《暴涨的区块链，是A股最概念的概念！》 暴涨的区块链，是A股最概念的概念！,6.793087363,A股 概念 区块 暴涨 头条 ,概念 暴涨 A股 文章 头条 
2018/1/12 20:16,https://weibo.com/5645756008/FE3nRlT7Q,7,10,1,iPhone X,A股,【2017年A股调研总排名】  2017年，53家公司的机构调研总量超过200次，其中海康威视最为抢眼，被机构累计调研1940次，2017年股价累计上涨149.45%；歌尔股份、广汽集团、美的集团的机构调研总量均在800次以上，股价录得不同程度涨幅，其中美的集团2017年涨幅超过100%。  上述53只个股中，39只2017年录得涨幅，值得注意的是，涨幅居前的开立医疗、欧普康视、荣泰健康均为2017年上市的次新股。馀下14只个股录得跌幅，星源材质、蓝海华腾跌幅超过40%。  以下为2017年机构调研总量超过200次的个股名单：,60.68040621,2017 调研 录得 53 200 ,调研 机构 超过 集团 涨幅 
2018/1/12 17:47,https://weibo.com/2137777021/FE2psk1mw,1,159,93,即刻笔记,A股,【A股行业龙头股和细分行业龙头股大全】 京东方 A： 国内显示器面板龙头  华大基因：国内基因测序龙头  海康威视：国内最大安防视频监控产品供应商  三安光电：全球led龙头  大族激光：亚洲最大激光加工设备生产商 http://t.cn/RTsqRzY http://t.cn/RQUY1ow,21.49556328,http cn 龙头 行业龙头 激光 ,龙头 激光 行业龙头 安防 视频 
2018/1/11 16:17,https://weibo.com/2730059972/FDSohzSbd,5,10,0,微博 weibo.com,A股,A股区块链概念股一览 [组图共3张],3.812036687,A股 组图 区块 一览 概念股 ,概念股 一览 区块 A股 组图 
2018/1/11 21:52,https://weibo.com/5676936152/FDUAwBnfE,23,10,165,微博股票,A股,我接受了【微博财经@投资达人说】视频直播邀请，明天12:00，聊一聊&lt;波浪解读美股解密A股&gt;，预约并为我打榜，可助我登上财经频道·24小时直播台 波浪灯塔-薛武辉的股市直播 。,4.481621811,直播 波浪 微博 12 00 ,直播 登上 财经频道 视频 打榜 
2018/1/12 0:13,https://weibo.com/1801487174/FDVvAvlP8,8,10,4,微博 weibo.com,A股,【区块链背后“套路”深：有公司忙撇清有的蹭热点 龙头涨幅近60%】1月10日，整个区块链板块掀起应涨停潮，在当晚不少公司纷纷回区块链的市场传闻。到了1月11日，资金对于区块链概念股的热情蔓延到了整个A股，犹如挖“比特币”一样开足马力寻找尚未现身的区块链标的个股，尤其是在午后，不少公司纷纷发布公告称，对区块链有研究或者有意向布局，而结果就是股价出现秒板，区块链掀起涨停潮。而区块链概念的四方精创从去年12月7日晚发布区块链项目进展公告以来，目前涨幅近60%。（每日经济新闻） http://t.cn/RQLiky7,-7.600322438,区块 60% 掀起 涨停 10 ,区块 掀起 结果 秒板 涨停 
2018/1/12 10:50,https://weibo.com/1663937380/FDZGfpnDq,8,11,10,财新网,A股,【A股公司纷纷蹭区块链热点 专业人士直言“鱼龙混杂”】（记者 王兆洋）全民热议区块链，上市公司自然不会错过。1月11日的A股市场，区块链概念股继续“井喷”，多家上市公司在互动平台及官方公告中宣布自己在区块链领域的最新进展，然后看着自己的股价蹿升。 A股公司纷纷蹭区块链热点 专业人士直言“鱼龙混杂”,-13.92397727,区块 A股 鱼龙混杂 专业人士 直言 ,区块 A股 热点 专业人士 公司 
2018/1/12 22:13,https://weibo.com/1664176597/FE49wixbV,9,10,6,微博 weibo.com,A股,【11连阳背后：个股分化惨烈股民盈亏不均 两大主力持续加码】有数据表明，两类资金近期在持续加码A股。自2017年12月初开始，两市融资馀额总体上呈现持续攀升态势，其间很少出现减少，至2018年1月11日，融资馀额已达10455.77亿元，创下最近两年新高。11连阳背后：个股分化惨烈股民盈亏不均 两大主力持续加码,3.169589893,11 加码 持续 惨烈 盈亏 ,加码 分化 个股 态势 总体 
2018/1/12 17:44,https://weibo.com/2772291221/FE2obneZB,0,38,59,微博 weibo.com,A股,【每周一猜】今晚几家IPO？参与竞猜并转发此微博，有机会获赠一期A股脱水研报哦~ http://t.cn/RQUYcKW,7.749358834,一猜 IPO 此微博 A股 研报 ,获赠 脱水 A股 转发 竞猜 
2018/1/11 10:09,https://weibo.com/5676936152/FDPYR42uA,19,10,197,微博股票,A股,我接受了【微博财经@投资达人说】视频直播邀请，明天20:00，聊一聊&lt;波浪解读美股解密A股&gt;，预约并为我打榜，可助我登上财经频道·24小时直播台 波浪灯塔-薛武辉的股市直播 。,4.481621811,直播 波浪 微博 20 00 ,直播 登上 财经频道 视频 打榜 
2018/1/11 16:45,https://weibo.com/3734446625/FDSzB6OHC,10,10,0,vivo X20全面屏手机,A股,17年已经过去，领军板块：家电，酿酒，保险，有色，煤炭，钢铁等；18年“A股之龙”以为比较有潜力可以挖掘的板块不再是以上作为主要投资主线，毕竟资金需要一个变现，切换的过程。 那么什么板块在18年比较值得我们去挖掘？18年的主要挖掘是以什么为背景？ 背景：价值投资没有变化，业绩为王； 板块： 权重：地产，石油，化工； 题材：科技类如：软件，芯片，人工智能，大数据等； 逻辑：去年没有被挖掘，或者被错杀，而政策导向支持，发展需要，业绩良好。 以上为“A股之龙”个人观点，如有不同之处，欢迎留言与“A股之龙”交流，探讨！！[作揖] http://t.cn/RHlB683,37.04857296,18 A股 之龙 挖掘 板块 ,板块 A股 需要 投资 没有 
2018/1/11 18:30,https://weibo.com/1606612822/FDTgt7BwZ,7,2,1,微博 weibo.com,A股,前段时间，美股区块链相关个股大涨，最高飙升27倍，这几天A股的区块链也跟上了。 下面是美股区块链个股炒作明细解详。#操盘干货# #今日看盘#,9.71953321,区块 美股 27 A股 解详 ,区块 个股 解详 炒作 操盘 
2018/1/12 12:32,https://weibo.com/1817249447/FE0lu4hHG,1,9,0,iMAIBO.NET投资脉搏,A股,邱国鹭：人性的弱点，投资者常见的心理误区 1家花不如野花香研究世界各国股市的历史，几乎每个国家（包括A股），低估值的价值股的长期投资回报率显着优于高估值的成长股。原因很简单：投资者对未来的成长往往抱有不... http://t.cn/RQyQJJG ...  http://t.cn/RQyQa1p,28.26304294,... http cn 成长 邱国鹭 ,投资者 成长 估值 世界 家花 
2018/1/12 14:52,https://weibo.com/6086455085/FE1gx55uL,1,14,0,微博 weibo.com,A股,传奇风云，你的风云。1月14日震撼发布，1月15日，我们一起玩转A股[并不简单][并不简单] #森哥侃股# [组图共7张],11.75789243,风云 14 15 A股 森哥 ,风云 震撼 玩转 发布 A股 
2018/1/18 15:34,https://weibo.com/1642585887/FEW6hp3pa,41,35,50,微博 weibo.com,A股,#大v看市# 【水皮：上证50进入雷区 股市会跌的】A股用一年的时间验证了上证50的强度和力度，连水皮这样的看空者也不敢妄言行情的终点而心怀忌怕，规律告诉我们，共识形成之时往往也是行情拐点来临之际，炒了一年的上证50终归需要接盘侠，而最大的可能又恰恰是踏空了整整一年的中小散户，这就是命运。http://t.cn/RQoPASR,11.67471325,50 上证 水皮 一年 看市 ,行情 水皮 告诉 进入 股市 
2018/1/18 22:11,https://weibo.com/1875034341/FEYHnDNlF,30,37,20,微博 weibo.com,A股,【高盛：净利差继续回升 看好中资银行股】高盛将平安银行A股和建设银行H股上调至买入评级，并纳入首选推荐。招商银行A/H股亦被上调至买入评级。近两日香港恒生指数突破逾十年前历史记录，拉涨的主力板块正是银行金融股，南下资金大量涌入。详见华尔街见闻网站和APP,43.52039146,H股 高盛 评级 上调 买入 ,评级 上调 银行 买入 H股 
2018/1/18 18:05,https://weibo.com/5865542105/FEX5IA16a,129,30,22,360安全浏览器,A股,有个新股，物联网概念，每年利润翻倍式增长，ROE居然高达70%大A股排第7，目前动态PE还不到20，市值接近200亿，300亿以下开板的话，可能会是大资金的天堂！,10.54526358,有个 ROE 70% A股 排第 ,不到 概念 资金 利润 可能 
2018/1/18 10:17,https://weibo.com/31834268/FEU1zlLAb,70,21,32,搜狗高速浏览器,A股,在目前的情况下，很多大V和媒体在说价值投资 。 值得投资的品种会上天，股价可以当万元户；垃圾品种会入地，股价一块钱都嫌贵。 这种共识，好像也是有点道理。 价值投资也需要环境，那是在成熟的市场。 A股成熟么？三大指数背离的市场根本不是牛市，也不是成熟的市场。 美股三大指数从来都是齐头并进、共同进退。这是国家经济环境、政策环境、资金环境综合影响的结果，大家都一样，平等互惠。 哀股呢？天上人间不相见，庙堂高高在上，炒国企，国进民退。 炒银行、炒茅台、炒房地产，把一个“新常态”生生的炒作成了#茅房时代#。 中国的未来，就靠这些新常态？ 未来的世界需要新生态。  一群伪价值投资者在欢呼个啥呀。 $上证指数 sh000001$ $深证成指 sz399001$,9.743246844,三大 环境 成熟 常态 价值 ,环境 价值 市场 投资 品种 
2018/1/18 16:24,https://weibo.com/2868676035/FEWqH13Au,14,43,26,微博 weibo.com,A股,天风证券称，四大行PE估值为全球主要上市银行很低水平。尽管A股银行板块PB(lf)估值为主要国家或地区中等水平，但从PE估值来看，明显偏低。全球主要上市银行PE估值平均14倍17PE，而当前A股银行板块仅为7.4倍PE(TTM)，约为平均水平的一半。比如，加拿大皇家银行为13.1倍17PE估值，美国摩根大通银行为14.3倍17PE估值，而中国的农行则约为6.5倍。[组图共2张],26.91026752,PE 17PE 估值 A股 银行 ,银行 估值 上市 全球 比如 
2018/1/18 22:11,https://weibo.com/1649173367/FEYHFkJE5,30,17,9,微博 weibo.com,A股,【上市公司纷纷加入区块链概念 监管层严密盯防要求把话说清楚】A股市场对区块链概念股的炒作趋于疯狂，声称涉及区块链的上市公司纷纷冒出。据通达信软件显示，在概念炒作之初，区块链概念仅有10只左右的个股，然而截至1月18日，区块链板块已快速扩容，达到了58只个股。对此，沪深交易所高度警惕，及时发声并采取了相关监管措施。http://t.cn/RQonl5o,31.62189757,区块 概念 炒作 监管 盯防 ,区块 监管 概念 炒作 发声 
2018/1/11 23:33,https://weibo.com/1801487174/FDVfumdHC,16,14,8,微博 weibo.com,A股,【解密81家市值超千亿公司 后市多少能挺住？】A股第一高价股贵州茅台能否或者何时突破万亿市值大关，成为近期的一大聚焦点。目前A股市场市值达到万亿元以上的上市公司有6家，贵州茅台紧随其后，迈入万亿市值门槛仅一步之遥。与贵州茅台一样，同属千亿市值以上万亿市值以下的上市公司有75家(截至1月11日收盘)，这相较2016年年末扩容了19家。大幅扩容的背后与2017年“以大为美”的投资环境不无关系，整体81只千亿以上市值的股票中有77只均为沪深300成份股，86%的股票去年以来处于涨势。（第一财经）http://t.cn/RQLIzs1,64.0918296,市值 千亿 81 A股 茅台 ,市值 茅台 A股 贵州 涨势 
2018/1/11 14:45,https://weibo.com/3194153385/FDRNcnLVv,35,25,13,iPhone 6,A股,厉害了~我的讯飞！强势涨停[给力][威武]王者终于归来[酷]科技引领未来，讯飞将引领A股科技！[苹果][鲜花][鲜花][鲜花],16.99855416,鲜花 引领 给力 A股 科技 ,科技 鲜花 涨停 强势 引领 
2018/1/11 17:05,https://weibo.com/1801487174/FDSHG1WDa,13,10,14,微博 weibo.com,A股,【A股牛股满天飞：3板不算牛8板才算妖 游资大佬闷声发大财】近期的市场只能用火热来形容，大盘指数势如破竹连续大涨，火爆的赚钱氛围给了游资大幅度炒作的大环境，化工、上海自由港、区块链、燃气股、地产等热点题材动不动就掀起涨停潮。多只个股连续涨停，给与后续资金进场极大的信心和勇气。游资正是这样不断推高股价，引发行情纵向发展。http://t.cn/RQ2VBjE,32.7351023,游资 涨停 A股 推高 http ,游资 涨停 火热 形容 上海 
